0,0,0,0,0,2025-03-26T20:30:59.9281664-04:00
2,2,2,2,2,2025-03-26T20:31:00.0113920-04:00
0,0,0,0,0,2025-03-26T20:31:00.1262464-04:00
1,1,1,1,1,2025-03-26T20:31:00.2171520-04:00
0,0,0,0,0,2025-03-26T20:31:00.3269248-04:00
0,0,0,0,0,2025-03-26T20:31:00.4369280-04:00
1,1,1,1,1,2025-03-26T20:31:00.5239040-04:00
0,0,0,0,0,2025-03-26T20:31:00.6231936-04:00
1,1,1,1,1,2025-03-26T20:31:00.7169536-04:00
0,0,0,0,0,2025-03-26T20:31:00.8194944-04:00
0,0,0,0,0,2025-03-26T20:31:00.9152000-04:00
0,0,0,0,0,2025-03-26T20:31:01.0151552-04:00
1,1,1,1,1,2025-03-26T20:31:01.1192576-04:00
0,0,0,0,0,2025-03-26T20:31:01.2150272-04:00
1,1,1,1,1,2025-03-26T20:31:01.3120512-04:00
0,0,0,0,0,2025-03-26T20:31:01.4164352-04:00
1,1,1,1,1,2025-03-26T20:31:01.5121792-04:00
0,0,0,0,0,2025-03-26T20:31:01.6142592-04:00
0,0,0,0,0,2025-03-26T20:31:01.7122432-04:00
0,0,0,0,0,2025-03-26T20:31:01.8266112-04:00
1,1,1,1,1,2025-03-26T20:31:01.9283584-04:00
1,1,1,1,1,2025-03-26T20:31:02.0240640-04:00
0,0,0,0,0,2025-03-26T20:31:02.1291776-04:00
1,1,1,1,1,2025-03-26T20:31:02.2264576-04:00
0,0,0,0,0,2025-03-26T20:31:02.3240320-04:00
0,0,0,0,0,2025-03-26T20:31:02.4253312-04:00
0,0,0,0,0,2025-03-26T20:31:02.5278464-04:00
0,0,0,0,0,2025-03-26T20:31:02.6177152-04:00
0,0,0,0,0,2025-03-26T20:31:02.7247744-04:00
1,1,1,1,1,2025-03-26T20:31:02.8301824-04:00
1,1,1,1,1,2025-03-26T20:31:02.9286016-04:00
0,0,0,0,0,2025-03-26T20:31:03.0241792-04:00
1,1,1,1,1,2025-03-26T20:31:03.1247104-04:00
0,0,0,0,0,2025-03-26T20:31:03.2228864-04:00
1,1,1,1,1,2025-03-26T20:31:03.3228544-04:00
1,1,1,1,1,2025-03-26T20:31:03.4160000-04:00
0,0,0,0,0,2025-03-26T20:31:03.5196672-04:00
0,0,0,0,0,2025-03-26T20:31:03.6202752-04:00
1,1,1,1,1,2025-03-26T20:31:03.7266560-04:00
0,0,0,0,0,2025-03-26T20:31:03.8291328-04:00
1,1,1,1,1,2025-03-26T20:31:03.9233792-04:00
0,0,0,0,0,2025-03-26T20:31:04.0294400-04:00
0,0,0,0,0,2025-03-26T20:31:04.1210496-04:00
1,1,1,1,1,2025-03-26T20:31:04.2215552-04:00
1,1,1,1,1,2025-03-26T20:31:04.3204736-04:00
0,0,0,0,0,2025-03-26T20:31:04.4188160-04:00
1,1,1,1,1,2025-03-26T20:31:04.5198976-04:00
0,0,0,0,0,2025-03-26T20:31:04.6240256-04:00
0,0,0,0,0,2025-03-26T20:31:04.7228800-04:00
1,1,1,1,1,2025-03-26T20:31:04.8224768-04:00
1,1,1,1,1,2025-03-26T20:31:04.9316096-04:00
1,1,1,1,1,2025-03-26T20:31:05.0320896-04:00
