72,184,183,2025-05-01T13:34:05.1227648-04:00
72,185,184,2025-05-01T13:34:05.2229248-04:00
72,185,185,2025-05-01T13:34:05.3229312-04:00
72,185,185,2025-05-01T13:34:05.4230400-04:00
71,184,185,2025-05-01T13:34:05.5230848-04:00
72,185,184,2025-05-01T13:34:05.6231936-04:00
72,186,185,2025-05-01T13:34:05.7232000-04:00
73,186,186,2025-05-01T13:34:05.8232448-04:00
72,188,186,2025-05-01T13:34:05.9233920-04:00
72,187,188,2025-05-01T13:34:06.0233472-04:00
80,191,187,2025-05-01T13:34:06.1234944-04:00
72,190,191,2025-05-01T13:34:06.2235136-04:00
72,190,190,2025-05-01T13:34:06.3235200-04:00
64,190,190,2025-05-01T13:34:06.4236800-04:00
72,192,190,2025-05-01T13:34:06.5236992-04:00
72,193,192,2025-05-01T13:34:06.6238080-04:00
72,195,193,2025-05-01T13:34:06.7239424-04:00
72,197,195,2025-05-01T13:34:06.8239872-04:00
72,196,197,2025-05-01T13:34:06.9240192-04:00
72,197,196,2025-05-01T13:34:07.0241920-04:00
72,197,197,2025-05-01T13:34:07.1241472-04:00
72,198,197,2025-05-01T13:34:07.2241280-04:00
72,200,198,2025-05-01T13:34:07.3242624-04:00
72,200,200,2025-05-01T13:34:07.4242944-04:00
72,200,200,2025-05-01T13:34:07.5242752-04:00
71,201,200,2025-05-01T13:34:07.6244608-04:00
72,206,201,2025-05-01T13:34:07.7244288-04:00
72,202,206,2025-05-01T13:34:07.8246016-04:00
72,203,202,2025-05-01T13:34:07.9245824-04:00
73,203,203,2025-05-01T13:34:08.0246272-04:00
72,203,203,2025-05-01T13:34:08.1247232-04:00
72,203,203,2025-05-01T13:34:08.2247424-04:00
72,203,203,2025-05-01T13:34:08.3248896-04:00
72,203,203,2025-05-01T13:34:08.4248832-04:00
72,204,203,2025-05-01T13:34:08.5249024-04:00
73,206,204,2025-05-01T13:34:08.6250752-04:00
73,206,206,2025-05-01T13:34:08.7250432-04:00
72,207,206,2025-05-01T13:34:08.8251904-04:00
72,207,207,2025-05-01T13:34:08.9252096-04:00
67,207,207,2025-05-01T13:34:09.0252032-04:00
72,206,207,2025-05-01T13:34:09.1254528-04:00
72,205,206,2025-05-01T13:34:09.2253952-04:00
72,208,205,2025-05-01T13:34:09.3255296-04:00
72,208,208,2025-05-01T13:34:09.4255104-04:00
72,209,208,2025-05-01T13:34:09.5256448-04:00
72,210,209,2025-05-01T13:34:09.6256640-04:00
72,209,210,2025-05-01T13:34:09.7256960-04:00
72,209,209,2025-05-01T13:34:09.8258048-04:00
73,209,209,2025-05-01T13:34:09.9258112-04:00
72,209,209,2025-05-01T13:34:10.0259840-04:00
73,208,209,2025-05-01T13:34:10.1259776-04:00
72,210,208,2025-05-01T13:34:10.2259712-04:00
72,210,210,2025-05-01T13:34:10.3261056-04:00
72,212,210,2025-05-01T13:34:10.4261248-04:00
73,210,212,2025-05-01T13:34:10.5262976-04:00
73,212,210,2025-05-01T13:34:10.6263040-04:00
72,209,212,2025-05-01T13:34:10.7262848-04:00
73,211,209,2025-05-01T13:34:10.8264192-04:00
72,209,211,2025-05-01T13:34:10.9264640-04:00
73,213,209,2025-05-01T13:34:11.0265728-04:00
72,211,213,2025-05-01T13:34:11.1265792-04:00
72,214,211,2025-05-01T13:34:11.2265856-04:00
72,213,214,2025-05-01T13:34:11.3267200-04:00
72,214,213,2025-05-01T13:34:11.4267648-04:00
72,211,214,2025-05-01T13:34:11.5268864-04:00
72,216,211,2025-05-01T13:34:11.6272256-04:00
73,218,216,2025-05-01T13:34:11.7270656-04:00
72,216,218,2025-05-01T13:34:11.8270336-04:00
73,219,216,2025-05-01T13:34:11.9270784-04:00
73,219,219,2025-05-01T13:34:12.0273152-04:00
72,221,219,2025-05-01T13:34:12.1274368-04:00
73,220,221,2025-05-01T13:34:12.2273664-04:00
72,242,220,2025-05-01T13:34:12.3273344-04:00
73,222,242,2025-05-01T13:34:12.4273792-04:00
73,223,222,2025-05-01T13:34:12.5275008-04:00
73,225,223,2025-05-01T13:34:12.6275072-04:00
72,224,225,2025-05-01T13:34:12.7278464-04:00
73,223,224,2025-05-01T13:34:12.8276864-04:00
73,223,223,2025-05-01T13:34:12.9276672-04:00
73,231,223,2025-05-01T13:34:13.0278400-04:00
73,224,231,2025-05-01T13:34:13.1278464-04:00
73,223,224,2025-05-01T13:34:13.2279680-04:00
73,221,223,2025-05-01T13:34:13.3279744-04:00
73,222,221,2025-05-01T13:34:13.4279680-04:00
73,223,222,2025-05-01T13:34:13.5281408-04:00
72,221,223,2025-05-01T13:34:13.6281216-04:00
73,223,221,2025-05-01T13:34:13.7282560-04:00
73,225,223,2025-05-01T13:34:13.8282624-04:00
74,223,225,2025-05-01T13:34:13.9283072-04:00
72,223,223,2025-05-01T13:34:14.0284160-04:00
72,226,223,2025-05-01T13:34:14.1284352-04:00
73,226,226,2025-05-01T13:34:14.2285696-04:00
73,226,226,2025-05-01T13:34:14.3286144-04:00
73,227,226,2025-05-01T13:34:14.4287104-04:00
73,220,227,2025-05-01T13:34:14.5287680-04:00
73,228,220,2025-05-01T13:34:14.6287872-04:00
73,226,228,2025-05-01T13:34:14.7288832-04:00
72,227,226,2025-05-01T13:34:14.8288896-04:00
73,227,227,2025-05-01T13:34:14.9290240-04:00
72,228,227,2025-05-01T13:34:15.0290688-04:00
74,229,228,2025-05-01T13:34:15.1290880-04:00
73,227,229,2025-05-01T13:34:15.2292224-04:00
73,228,227,2025-05-01T13:34:15.3292032-04:00
73,228,228,2025-05-01T13:34:15.4293248-04:00
73,228,228,2025-05-01T13:34:15.5293824-04:00
73,224,228,2025-05-01T13:34:15.6293504-04:00
73,227,224,2025-05-01T13:34:15.7295232-04:00
72,226,227,2025-05-01T13:34:15.8295040-04:00
72,227,226,2025-05-01T13:34:15.9300096-04:00
73,227,227,2025-05-01T13:34:16.0296576-04:00
73,228,227,2025-05-01T13:34:16.1298560-04:00
72,225,228,2025-05-01T13:34:16.2298112-04:00
73,225,225,2025-05-01T13:34:16.3298048-04:00
73,227,225,2025-05-01T13:34:16.4299520-04:00
73,227,227,2025-05-01T13:34:16.5300096-04:00
73,225,227,2025-05-01T13:34:16.6301312-04:00
72,226,225,2025-05-01T13:34:16.7301376-04:00
73,225,226,2025-05-01T13:34:16.8301568-04:00
73,226,225,2025-05-01T13:34:16.9302656-04:00
73,225,226,2025-05-01T13:34:17.0302592-04:00
72,222,225,2025-05-01T13:34:17.1304448-04:00
73,225,222,2025-05-01T13:34:17.2304128-04:00
72,225,225,2025-05-01T13:34:17.3304576-04:00
73,224,225,2025-05-01T13:34:17.4305664-04:00
73,227,224,2025-05-01T13:34:17.5305600-04:00
81,224,227,2025-05-01T13:34:17.6308736-04:00
73,224,224,2025-05-01T13:34:17.7307264-04:00
73,219,224,2025-05-01T13:34:17.8309504-04:00
65,221,219,2025-05-01T13:34:17.9309184-04:00
73,223,221,2025-05-01T13:34:18.0310016-04:00
73,220,223,2025-05-01T13:34:18.1310464-04:00
73,219,220,2025-05-01T13:34:18.2310656-04:00
73,221,219,2025-05-01T13:34:18.3312000-04:00
73,222,221,2025-05-01T13:34:18.4312064-04:00
73,221,222,2025-05-01T13:34:18.5312000-04:00
72,221,221,2025-05-01T13:34:18.6313472-04:00
76,222,221,2025-05-01T13:34:18.7313664-04:00
73,218,222,2025-05-01T13:34:18.8315008-04:00
73,244,218,2025-05-01T13:34:18.9314944-04:00
73,218,244,2025-05-01T13:34:19.0315264-04:00
73,219,218,2025-05-01T13:34:19.1316608-04:00
72,216,219,2025-05-01T13:34:19.2316672-04:00
73,219,216,2025-05-01T13:34:19.3317888-04:00
72,218,219,2025-05-01T13:34:19.4318336-04:00
73,218,218,2025-05-01T13:34:19.5318528-04:00
73,218,218,2025-05-01T13:34:19.6319744-04:00
73,219,218,2025-05-01T13:34:19.7319936-04:00
73,217,219,2025-05-01T13:34:19.8321152-04:00
73,216,217,2025-05-01T13:34:19.9321344-04:00
73,219,216,2025-05-01T13:34:20.0329472-04:00
74,218,219,2025-05-01T13:34:20.1322752-04:00
72,218,218,2025-05-01T13:34:20.2322944-04:00
73,218,218,2025-05-01T13:34:20.3324160-04:00
73,218,218,2025-05-01T13:34:20.4354560-04:00
73,217,218,2025-05-01T13:34:20.5325696-04:00
73,217,217,2025-05-01T13:34:20.6326016-04:00
72,217,217,2025-05-01T13:34:20.7325952-04:00
73,214,217,2025-05-01T13:34:20.8327296-04:00
73,215,214,2025-05-01T13:34:20.9327616-04:00
72,215,215,2025-05-01T13:34:21.0329088-04:00
72,215,215,2025-05-01T13:34:21.1328896-04:00
73,215,215,2025-05-01T13:34:21.2329088-04:00
73,210,215,2025-05-01T13:34:21.3330176-04:00
73,213,210,2025-05-01T13:34:21.4330496-04:00
73,213,213,2025-05-01T13:34:21.5331968-04:00
73,213,213,2025-05-01T13:34:21.6332032-04:00
73,213,213,2025-05-01T13:34:21.7331840-04:00
73,213,213,2025-05-01T13:34:21.8333696-04:00
73,213,213,2025-05-01T13:34:21.9333632-04:00
73,212,213,2025-05-01T13:34:22.0334848-04:00
73,211,212,2025-05-01T13:34:22.1335040-04:00
72,211,211,2025-05-01T13:34:22.2337792-04:00
72,214,211,2025-05-01T13:34:22.3336448-04:00
73,211,214,2025-05-01T13:34:22.4336640-04:00
72,210,211,2025-05-01T13:34:22.5337984-04:00
73,211,210,2025-05-01T13:34:22.6338176-04:00
73,211,211,2025-05-01T13:34:22.7339776-04:00
72,229,211,2025-05-01T13:34:22.8339584-04:00
73,207,229,2025-05-01T13:34:22.9339776-04:00
72,208,207,2025-05-01T13:34:23.0341120-04:00
72,208,208,2025-05-01T13:34:23.1341312-04:00
72,207,208,2025-05-01T13:34:23.2344832-04:00
73,206,207,2025-05-01T13:34:23.3342848-04:00
73,205,206,2025-05-01T13:34:23.4343040-04:00
73,204,205,2025-05-01T13:34:23.5344256-04:00
73,203,204,2025-05-01T13:34:23.6344320-04:00
72,204,203,2025-05-01T13:34:23.7345536-04:00
72,202,204,2025-05-01T13:34:23.8345600-04:00
73,203,202,2025-05-01T13:34:23.9345664-04:00
72,203,203,2025-05-01T13:34:24.0347392-04:00
72,202,203,2025-05-01T13:34:24.1347328-04:00
72,202,202,2025-05-01T13:34:24.2348800-04:00
73,205,202,2025-05-01T13:34:24.3348864-04:00
73,202,205,2025-05-01T13:34:24.4349184-04:00
73,202,202,2025-05-01T13:34:24.5350400-04:00
73,200,202,2025-05-01T13:34:24.6350336-04:00
73,202,200,2025-05-01T13:34:24.7351680-04:00
72,200,202,2025-05-01T13:34:24.8351744-04:00
73,200,200,2025-05-01T13:34:24.9353344-04:00
72,200,200,2025-05-01T13:34:25.0353536-04:00
72,199,200,2025-05-01T13:34:25.1353344-04:00
73,200,199,2025-05-01T13:34:25.2355200-04:00
72,198,200,2025-05-01T13:34:25.3357312-04:00
72,196,198,2025-05-01T13:34:25.4356608-04:00
73,195,196,2025-05-01T13:34:25.5356544-04:00
72,197,195,2025-05-01T13:34:25.6356736-04:00
72,196,197,2025-05-01T13:34:25.7358080-04:00
73,196,196,2025-05-01T13:34:25.8357888-04:00
72,196,196,2025-05-01T13:34:25.9359488-04:00
72,198,196,2025-05-01T13:34:26.0359424-04:00
80,197,198,2025-05-01T13:34:26.1359744-04:00
73,194,197,2025-05-01T13:34:26.2360960-04:00
65,193,194,2025-05-01T13:34:26.3361280-04:00
72,193,193,2025-05-01T13:34:26.4362624-04:00
72,191,193,2025-05-01T13:34:26.5362688-04:00
73,188,191,2025-05-01T13:34:26.6365184-04:00
74,190,188,2025-05-01T13:34:26.7364352-04:00
72,186,190,2025-05-01T13:34:26.8364288-04:00
72,188,186,2025-05-01T13:34:26.9365760-04:00
72,188,188,2025-05-01T13:34:27.0368384-04:00
73,188,188,2025-05-01T13:34:27.1367296-04:00
73,187,188,2025-05-01T13:34:27.2367488-04:00
72,188,187,2025-05-01T13:34:27.3367424-04:00
73,187,188,2025-05-01T13:34:27.4368768-04:00
73,187,187,2025-05-01T13:34:27.5368832-04:00
71,188,187,2025-05-01T13:34:27.6370432-04:00
73,187,188,2025-05-01T13:34:27.7370496-04:00
72,186,187,2025-05-01T13:34:27.8370688-04:00
72,185,186,2025-05-01T13:34:27.9372032-04:00
72,185,185,2025-05-01T13:34:28.0371968-04:00
72,185,185,2025-05-01T13:34:28.1373568-04:00
71,183,185,2025-05-01T13:34:28.2373504-04:00
72,182,183,2025-05-01T13:34:28.3373568-04:00
72,180,182,2025-05-01T13:34:28.4374912-04:00
72,179,180,2025-05-01T13:34:28.5375232-04:00
72,176,179,2025-05-01T13:34:28.6376192-04:00
72,177,176,2025-05-01T13:34:28.7376640-04:00
72,174,177,2025-05-01T13:34:28.8378112-04:00
73,175,174,2025-05-01T13:34:28.9378048-04:00
72,176,175,2025-05-01T13:34:29.0377984-04:00
72,174,176,2025-05-01T13:34:29.1379456-04:00
72,174,174,2025-05-01T13:34:29.2379648-04:00
72,174,174,2025-05-01T13:34:29.3380736-04:00
72,173,174,2025-05-01T13:34:29.4380928-04:00
72,174,173,2025-05-01T13:34:29.5380992-04:00
72,175,174,2025-05-01T13:34:29.6384000-04:00
71,174,175,2025-05-01T13:34:29.7382784-04:00
71,174,174,2025-05-01T13:34:29.8386816-04:00
72,175,174,2025-05-01T13:34:29.9384320-04:00
69,176,175,2025-05-01T13:34:30.0384128-04:00
72,174,176,2025-05-01T13:34:30.1385856-04:00
72,174,174,2025-05-01T13:34:30.2385664-04:00
72,174,174,2025-05-01T13:34:30.3387136-04:00
72,174,174,2025-05-01T13:34:30.4387328-04:00
72,174,174,2025-05-01T13:34:30.5387392-04:00
72,180,174,2025-05-01T13:34:30.6388736-04:00
72,180,180,2025-05-01T13:34:30.7392896-04:00
72,169,180,2025-05-01T13:34:30.8390400-04:00
72,169,169,2025-05-01T13:34:30.9390080-04:00
72,158,169,2025-05-01T13:34:31.0391680-04:00
72,180,158,2025-05-01T13:34:31.1391872-04:00
71,169,180,2025-05-01T13:34:31.2392704-04:00
71,170,169,2025-05-01T13:34:31.3393152-04:00
71,169,170,2025-05-01T13:34:31.4393472-04:00
72,170,169,2025-05-01T13:34:31.5394560-04:00
72,170,170,2025-05-01T13:34:31.6395136-04:00
72,168,170,2025-05-01T13:34:31.7394944-04:00
72,172,168,2025-05-01T13:34:31.8396288-04:00
72,170,172,2025-05-01T13:34:31.9396352-04:00
73,169,170,2025-05-01T13:34:32.0398080-04:00
72,169,169,2025-05-01T13:34:32.1397760-04:00
72,169,169,2025-05-01T13:34:32.2398464-04:00
72,177,169,2025-05-01T13:34:32.3399680-04:00
72,152,177,2025-05-01T13:34:32.4399488-04:00
72,168,152,2025-05-01T13:34:32.5400704-04:00
72,171,168,2025-05-01T13:34:32.6401280-04:00
72,170,171,2025-05-01T13:34:32.7400960-04:00
71,171,170,2025-05-01T13:34:32.8402688-04:00
72,170,171,2025-05-01T13:34:32.9402624-04:00
72,171,170,2025-05-01T13:34:33.0403968-04:00
72,171,171,2025-05-01T13:34:33.1404032-04:00
72,172,171,2025-05-01T13:34:33.2409728-04:00
72,173,172,2025-05-01T13:34:33.3405952-04:00
72,173,173,2025-05-01T13:34:33.4405504-04:00
72,172,173,2025-05-01T13:34:33.5406976-04:00
72,172,172,2025-05-01T13:34:33.6407168-04:00
72,165,172,2025-05-01T13:34:33.7408384-04:00
72,172,165,2025-05-01T13:34:33.8411648-04:00
72,172,172,2025-05-01T13:34:33.9408896-04:00
73,173,172,2025-05-01T13:34:34.0409984-04:00
72,174,173,2025-05-01T13:34:34.1410048-04:00
72,174,174,2025-05-01T13:34:34.2411392-04:00
72,173,174,2025-05-01T13:34:34.3412608-04:00
72,174,173,2025-05-01T13:34:34.4411904-04:00
75,174,174,2025-05-01T13:34:34.5412992-04:00
71,175,174,2025-05-01T13:34:34.6413312-04:00
71,173,175,2025-05-01T13:34:34.7414528-04:00
72,173,173,2025-05-01T13:34:34.8414848-04:00
72,178,173,2025-05-01T13:34:34.9416576-04:00
80,175,178,2025-05-01T13:34:35.0416256-04:00
72,174,175,2025-05-01T13:34:35.1416192-04:00
63,175,174,2025-05-01T13:34:35.2420736-04:00
71,175,175,2025-05-01T13:34:35.3417856-04:00
71,175,175,2025-05-01T13:34:35.4419200-04:00
72,174,175,2025-05-01T13:34:35.5419264-04:00
72,173,174,2025-05-01T13:34:35.6419328-04:00
72,177,173,2025-05-01T13:34:35.7421056-04:00
72,178,177,2025-05-01T13:34:35.8420864-04:00
75,176,178,2025-05-01T13:34:35.9422208-04:00
72,179,176,2025-05-01T13:34:36.0422272-04:00
72,177,179,2025-05-01T13:34:36.1422464-04:00
71,177,177,2025-05-01T13:34:36.2423808-04:00
72,178,177,2025-05-01T13:34:36.3424000-04:00
72,179,178,2025-05-01T13:34:36.4425344-04:00
71,179,179,2025-05-01T13:34:36.5425408-04:00
71,180,179,2025-05-01T13:34:36.6425856-04:00
72,180,180,2025-05-01T13:34:36.7427200-04:00
72,180,180,2025-05-01T13:34:36.8427008-04:00
73,180,180,2025-05-01T13:34:36.9428608-04:00
72,179,180,2025-05-01T13:34:37.0429440-04:00
72,175,179,2025-05-01T13:34:37.1429888-04:00
72,180,175,2025-05-01T13:34:37.2430592-04:00
71,180,180,2025-05-01T13:34:37.3430016-04:00
72,181,180,2025-05-01T13:34:37.4431360-04:00
72,182,181,2025-05-01T13:34:37.5431808-04:00
72,184,182,2025-05-01T13:34:37.6432896-04:00
72,181,184,2025-05-01T13:34:37.7432960-04:00
72,181,181,2025-05-01T13:34:37.8433152-04:00
72,181,181,2025-05-01T13:34:37.9434624-04:00
72,182,181,2025-05-01T13:34:38.0436352-04:00
73,182,182,2025-05-01T13:34:38.1436288-04:00
72,186,182,2025-05-01T13:34:38.2436608-04:00
72,185,186,2025-05-01T13:34:38.3436416-04:00
72,182,185,2025-05-01T13:34:38.4437504-04:00
72,184,182,2025-05-01T13:34:38.5437952-04:00
72,184,184,2025-05-01T13:34:38.6439040-04:00
72,186,184,2025-05-01T13:34:38.7439232-04:00
72,184,186,2025-05-01T13:34:38.8439168-04:00
72,184,184,2025-05-01T13:34:38.9441024-04:00
72,185,184,2025-05-01T13:34:39.0440704-04:00
72,185,185,2025-05-01T13:34:39.1446400-04:00
72,185,185,2025-05-01T13:34:39.2442496-04:00
71,186,185,2025-05-01T13:34:39.3443968-04:00
72,187,186,2025-05-01T13:34:39.4443904-04:00
72,198,198,2025-05-01T13:34:56.4893824-04:00
84,198,198,2025-05-01T13:34:56.5893760-04:00
73,200,200,2025-05-01T13:34:56.6894848-04:00
73,205,205,2025-05-01T13:34:56.7895296-04:00
74,206,206,2025-05-01T13:34:56.8896640-04:00
73,209,209,2025-05-01T13:34:56.9896704-04:00
73,212,212,2025-05-01T13:34:57.0896896-04:00
72,211,211,2025-05-01T13:34:57.1898112-04:00
73,213,213,2025-05-01T13:34:57.2898304-04:00
73,211,211,2025-05-01T13:34:57.3899648-04:00
74,214,214,2025-05-01T13:34:57.4899712-04:00
73,212,212,2025-05-01T13:34:57.5899904-04:00
72,213,213,2025-05-01T13:34:57.6901248-04:00
74,214,214,2025-05-01T13:34:57.7901312-04:00
73,217,217,2025-05-01T13:34:57.8903552-04:00
73,214,214,2025-05-01T13:34:57.9902848-04:00
73,214,214,2025-05-01T13:34:58.0904192-04:00
73,216,216,2025-05-01T13:34:58.1904384-04:00
72,215,215,2025-05-01T13:34:58.2904320-04:00
73,215,215,2025-05-01T13:34:58.3905792-04:00
73,215,215,2025-05-01T13:34:58.4905856-04:00
72,213,213,2025-05-01T13:34:58.5907328-04:00
73,214,214,2025-05-01T13:34:58.6910336-04:00
71,215,215,2025-05-01T13:34:58.7907584-04:00
73,213,213,2025-05-01T13:34:58.8909568-04:00
73,213,213,2025-05-01T13:34:58.9908992-04:00
73,220,220,2025-05-01T13:34:59.0910336-04:00
73,214,214,2025-05-01T13:34:59.1910528-04:00
73,211,211,2025-05-01T13:34:59.2910720-04:00
73,211,211,2025-05-01T13:34:59.3911936-04:00
72,212,212,2025-05-01T13:34:59.4912128-04:00
71,144,144,2025-05-01T13:35:08.3150208-04:00
82,150,150,2025-05-01T13:35:08.4147712-04:00
72,156,156,2025-05-01T13:35:08.5147392-04:00
71,158,158,2025-05-01T13:35:08.6148992-04:00
72,159,159,2025-05-01T13:35:08.7149312-04:00
72,172,172,2025-05-01T13:35:08.8150400-04:00
72,162,162,2025-05-01T13:35:08.9150720-04:00
72,163,163,2025-05-01T13:35:09.0150656-04:00
71,164,164,2025-05-01T13:35:09.1152128-04:00
72,161,161,2025-05-01T13:35:09.2152320-04:00
72,174,174,2025-05-01T13:35:09.3153536-04:00
72,167,167,2025-05-01T13:35:09.4153728-04:00
72,167,167,2025-05-01T13:35:09.5153792-04:00
72,168,168,2025-05-01T13:35:09.6155264-04:00
70,170,170,2025-05-01T13:35:09.7155456-04:00
71,169,169,2025-05-01T13:35:09.8156800-04:00
72,169,169,2025-05-01T13:35:09.9157120-04:00
72,170,170,2025-05-01T13:35:10.0157056-04:00
73,171,171,2025-05-01T13:35:10.1158272-04:00
71,170,170,2025-05-01T13:35:10.2164224-04:00
72,171,171,2025-05-01T13:35:10.3159808-04:00
71,171,171,2025-05-01T13:35:10.4159872-04:00
72,172,172,2025-05-01T13:35:10.5161216-04:00
72,172,172,2025-05-01T13:35:10.6161408-04:00
72,172,172,2025-05-01T13:35:10.7161600-04:00
72,173,173,2025-05-01T13:35:10.8162944-04:00
73,174,174,2025-05-01T13:35:10.9163136-04:00
72,176,176,2025-05-01T13:35:11.0164352-04:00
71,178,178,2025-05-01T13:35:11.1164544-04:00
73,175,175,2025-05-01T13:35:11.2164608-04:00
72,176,176,2025-05-01T13:35:11.3168384-04:00
72,174,174,2025-05-01T13:35:11.4166144-04:00
72,173,173,2025-05-01T13:35:11.5169024-04:00
72,177,177,2025-05-01T13:35:11.6167552-04:00
72,178,178,2025-05-01T13:35:11.7167616-04:00
72,179,179,2025-05-01T13:35:11.8169216-04:00
72,176,176,2025-05-01T13:35:11.9169152-04:00
72,177,177,2025-05-01T13:35:12.0170624-04:00
71,171,171,2025-05-01T13:35:12.1170560-04:00
72,178,178,2025-05-01T13:35:12.2170752-04:00
72,177,177,2025-05-01T13:35:12.3172096-04:00
72,178,178,2025-05-01T13:35:12.4172288-04:00
72,178,178,2025-05-01T13:35:12.5173632-04:00
72,177,177,2025-05-01T13:35:12.6173952-04:00
73,171,171,2025-05-01T13:35:12.7176064-04:00
71,180,180,2025-05-01T13:35:12.8175232-04:00
72,180,180,2025-05-01T13:35:12.9175296-04:00
72,181,181,2025-05-01T13:35:13.0176640-04:00
72,179,179,2025-05-01T13:35:13.1176832-04:00
73,181,181,2025-05-01T13:35:13.2178176-04:00
72,183,183,2025-05-01T13:35:13.3178240-04:00
80,189,189,2025-05-01T13:35:13.4178432-04:00
72,182,182,2025-05-01T13:35:13.5179648-04:00
72,181,181,2025-05-01T13:35:13.6183808-04:00
65,183,183,2025-05-01T13:35:13.7181056-04:00
71,183,183,2025-05-01T13:35:13.8185216-04:00
71,184,184,2025-05-01T13:35:13.9182080-04:00
73,184,184,2025-05-01T13:35:14.0182784-04:00
72,186,186,2025-05-01T13:35:14.1183104-04:00
72,183,183,2025-05-01T13:35:14.2188544-04:00
72,182,182,2025-05-01T13:35:14.3184640-04:00
72,184,184,2025-05-01T13:35:14.4186624-04:00
72,185,185,2025-05-01T13:35:14.5185792-04:00
73,185,185,2025-05-01T13:35:14.6185856-04:00
75,188,188,2025-05-01T13:35:14.7187328-04:00
72,190,190,2025-05-01T13:35:14.8187392-04:00
73,188,188,2025-05-01T13:35:14.9188864-04:00
72,189,189,2025-05-01T13:35:15.0194816-04:00
72,190,190,2025-05-01T13:35:15.1188992-04:00
72,193,193,2025-05-01T13:35:15.2195200-04:00
72,193,193,2025-05-01T13:35:15.3190528-04:00
72,194,194,2025-05-01T13:35:15.4191872-04:00
73,195,195,2025-05-01T13:35:15.5191936-04:00
72,196,196,2025-05-01T13:35:15.6192128-04:00
71,197,197,2025-05-01T13:35:15.7193856-04:00
72,196,196,2025-05-01T13:35:15.8193920-04:00
73,199,199,2025-05-01T13:35:15.9195392-04:00
72,197,197,2025-05-01T13:35:16.0195328-04:00
72,197,197,2025-05-01T13:35:16.1196160-04:00
72,201,201,2025-05-01T13:35:16.2196480-04:00
73,199,199,2025-05-01T13:35:16.3196672-04:00
72,200,200,2025-05-01T13:35:16.4200064-04:00
73,201,201,2025-05-01T13:35:16.5198080-04:00
73,202,202,2025-05-01T13:35:16.6200448-04:00
72,202,202,2025-05-01T13:35:16.7199744-04:00
72,203,203,2025-05-01T13:35:16.8204544-04:00
72,202,202,2025-05-01T13:35:16.9201280-04:00
72,204,204,2025-05-01T13:35:17.0206720-04:00
72,204,204,2025-05-01T13:35:17.1202816-04:00
71,205,205,2025-05-01T13:35:17.2202880-04:00
72,206,206,2025-05-01T13:35:17.3202816-04:00
73,206,206,2025-05-01T13:35:17.4204672-04:00
72,206,206,2025-05-01T13:35:17.5204352-04:00
72,208,208,2025-05-01T13:35:17.6205696-04:00
73,207,207,2025-05-01T13:35:17.7205760-04:00
72,206,206,2025-05-01T13:35:17.8205952-04:00
71,208,208,2025-05-01T13:35:17.9207296-04:00
72,208,208,2025-05-01T13:35:18.0207360-04:00
72,209,209,2025-05-01T13:35:18.1208960-04:00
72,210,210,2025-05-01T13:35:18.2208896-04:00
72,208,208,2025-05-01T13:35:18.3209344-04:00
73,209,209,2025-05-01T13:35:18.4210432-04:00
